"DOI","publisher","type","created","created_year"
"10.1002/tsm2.134","Wiley","journal-article",2020-01-10,2020
"10.1136/bmjopen-2019-032686","BMJ","journal-article",2019-11-26,2019
"10.1016/s0140-6736(19)32899-5","Elsevier BV","journal-article",2019-11-29,2019
"10.1371/journal.pntd.0007820","Public Library of Science (PLoS)","journal-article",2019-11-18,2019
"10.1002/lary.28322","Wiley","journal-article",2019-10-08,2019
"10.1136/bmjopen-2019-032455","BMJ","journal-article",2019-09-27,2019
"10.1158/1940-6207.capr-19-0325","American Association for Cancer Research (AACR)","journal-article",2019-11-26,2019
"10.1016/j.brat.2019.103503","Elsevier BV","journal-article",2019-10-24,2019
"10.1371/journal.ppat.1008109","Public Library of Science (PLoS)","journal-article",2019-12-19,2019
"10.1136/bmjgh-2019-001831","BMJ","journal-article",2019-11-01,2019
"10.1007/s11948-019-00153-9","Springer Science and Business Media LLC","journal-article",2019-11-04,2019
"10.3389/fnut.2019.00166","Frontiers Media SA","journal-article",2019-10-23,2019
"10.1097/md.0000000000018747","Ovid Technologies (Wolters Kluwer Health)","journal-article",2020-01-08,2020
"10.1097/qad.0000000000002453","Ovid Technologies (Wolters Kluwer Health)","journal-article",2019-12-03,2019
"10.1016/j.numecd.2019.09.017","Elsevier BV","journal-article",2019-09-23,2019
"10.1016/j.seizure.2019.10.011","Elsevier BV","journal-article",2019-10-17,2019
"10.1002/mds.27901","Wiley","journal-article",2019-11-23,2019
"10.1007/s10840-019-00661-5","Springer Science and Business Media LLC","journal-article",2019-11-22,2019
"10.3389/fpubh.2019.00304","Frontiers Media SA","journal-article",2019-10-25,2019
"10.1038/s41525-019-0105-8","Springer Science and Business Media LLC","journal-article",2019-12-10,2019
"10.1007/s10459-019-09946-w","Springer Science and Business Media LLC","journal-article",2019-12-03,2019
"10.1097/ede.0000000000001151","Ovid Technologies (Wolters Kluwer Health)","journal-article",2019-12-06,2019
"10.1017/s0950268819001961","Cambridge University Press (CUP)","journal-article",2019-11-27,2019
"10.1177/2047487319882512","SAGE Publications","journal-article",2019-10-17,2019
"10.1093/fampra/cmz080","Oxford University Press (OUP)","journal-article",2019-10-24,2019
"10.1186/s13195-019-0570-4","Springer Science and Business Media LLC","journal-article",2019-12-27,2019
"10.1136/annrheumdis-2019-216040","BMJ","journal-article",2019-09-28,2019
"10.1093/pubmed/fdz182","Oxford University Press (OUP)","journal-article",2019-12-05,2019
"10.1159/000504135","S. Karger AG","journal-article",2019-11-22,2019
"10.1111/bjh.16301","Wiley","journal-article",2019-12-16,2019
"10.1371/journal.pone.0222937","Public Library of Science (PLoS)","journal-article",2019-09-24,2019
"10.1093/trstmh/trz083","Oxford University Press (OUP)","journal-article",2019-07-24,2019
"10.1371/journal.pone.0222881","Public Library of Science (PLoS)","journal-article",2019-10-10,2019
"10.29045/14784726.2019.12.4.3.51","Class Publishing","journal-article",2019-11-28,2019
"10.1093/epirev/mxz014","Oxford University Press (OUP)","journal-article",2019-10-24,2019
"10.3390/jcm8122080","MDPI AG","journal-article",2019-11-29,2019
"10.1099/jgv.0.001359","Microbiology Society","journal-article",2019-12-17,2019
"10.3390/ijerph16214262","MDPI AG","journal-article",2019-11-04,2019
"10.1136/esmoopen-2019-000596","BMJ","journal-article",2019-12-02,2019
"10.1371/journal.pone.0223866","Public Library of Science (PLoS)","journal-article",2019-10-10,2019
"10.7717/peerj.8108","PeerJ","journal-article",2019-12-06,2019
"10.1016/j.eplepsyres.2019.106234","Elsevier BV","journal-article",2019-11-02,2019
"10.1186/s12966-019-0882-6","Springer Science and Business Media LLC","journal-article",2019-12-09,2019
"10.1186/s13148-019-0793-z","Springer Science and Business Media LLC","journal-article",2020-01-08,2020
"10.1136/bmjgh-2019-001892","BMJ","journal-article",2019-10-01,2019
"10.1371/journal.pntd.0007838","Public Library of Science (PLoS)","journal-article",2019-10-28,2019
"10.1038/s41390-019-0677-0","Springer Science and Business Media LLC","journal-article",2019-11-14,2019
"10.1080/2326263x.2019.1709260","Informa UK Limited","journal-article",2020-01-02,2020
"10.1002/hbm.24908","Wiley","journal-article",2019-12-24,2019
"10.1016/j.epidem.2020.100385","Elsevier BV","journal-article",2020-01-09,2020
"10.1371/journal.pone.0226518","Public Library of Science (PLoS)","journal-article",2019-12-13,2019
"10.1038/s41436-019-0741-5","Springer Science and Business Media LLC","journal-article",2020-01-08,2020
"10.1016/j.jinf.2019.10.006","Elsevier BV","journal-article",2019-10-16,2019
"10.1093/brain/awz384","Oxford University Press (OUP)","journal-article",2019-11-15,2019
"10.1021/acsnano.9b08151","American Chemical Society (ACS)","journal-article",2019-12-18,2019
"10.1136/jclinpath-2019-206242","BMJ","journal-article",2019-12-11,2019
"10.1016/j.nicl.2019.102116","Elsevier BV","journal-article",2019-12-09,2019
"10.1093/annonc/mdz261.007","Elsevier BV","journal-article",2019-10-01,2019
"10.1177/1756286419898065","SAGE Publications","journal-article",2020-01-07,2020
"10.1136/bmjopen-2019-030513","BMJ","journal-article",2019-12-24,2019
"10.1186/s42155-019-0093-x","Springer Science and Business Media LLC","journal-article",2019-12-27,2019
"10.1371/journal.pone.0227472","Public Library of Science (PLoS)","journal-article",2020-01-10,2020
"10.1371/journal.pone.0224837","Public Library of Science (PLoS)","journal-article",2019-11-14,2019
"10.1371/journal.pone.0225625","Public Library of Science (PLoS)","journal-article",2019-11-25,2019
"10.4236/ojepi.2020.101004","Scientific Research Publishing, Inc,","journal-article",2020-01-08,2020
"10.1016/j.jaci.2019.11.038","Elsevier BV","journal-article",2019-12-11,2019
"10.1016/j.ahj.2019.11.011","Elsevier BV","journal-article",2019-11-27,2019
"10.12688/f1000research.21650.1","F1000 Research Ltd","journal-article",2019-12-18,2019
"10.1007/s00415-019-09672-8","Springer Science and Business Media LLC","journal-article",2020-01-09,2020
"10.31227/osf.io/jdsxe","Center for Open Science","posted-content",2020-01-01,2020
"10.31227/osf.io/3r5wg","Center for Open Science","posted-content",2020-01-01,2020
"10.31227/osf.io/eyjn6","Center for Open Science","posted-content",2020-01-01,2020
"10.31227/osf.io/8vkf6","Center for Open Science","posted-content",2020-01-01,2020
"10.31227/osf.io/a5feu","Center for Open Science","posted-content",2020-01-01,2020
"10.31227/osf.io/25xd6","Center for Open Science","posted-content",2020-01-01,2020
"10.31227/osf.io/2aqm7","Center for Open Science","posted-content",2020-01-01,2020
"10.31227/osf.io/yjfku","Center for Open Science","posted-content",2020-01-01,2020
"10.31227/osf.io/87b6s","Center for Open Science","posted-content",2020-01-01,2020
"10.31227/osf.io/k7gbs","Center for Open Science","posted-content",2020-01-01,2020
"10.31227/osf.io/y4qdw","Center for Open Science","posted-content",2020-01-01,2020
"10.31227/osf.io/38q5y","Center for Open Science","posted-content",2020-01-01,2020
"10.3390/hydrology7010006","MDPI AG","journal-article",2020-01-08,2020
"10.3390/app10020502","MDPI AG","journal-article",2020-01-10,2020
"10.3390/cancers12010170","MDPI AG","journal-article",2020-01-10,2020
"10.3390/w12010191","MDPI AG","journal-article",2020-01-10,2020
"10.3390/agronomy10010102","MDPI AG","journal-article",2020-01-10,2020
"10.3390/ijerph17020469","MDPI AG","journal-article",2020-01-10,2020
"10.3390/cells9010173","MDPI AG","journal-article",2020-01-10,2020
"10.3390/land9010016","MDPI AG","journal-article",2020-01-10,2020
"10.3390/ijerph17020470","MDPI AG","journal-article",2020-01-13,2020
"10.3390/joitmc6010005","MDPI AG","journal-article",2020-01-13,2020
"10.3390/s20020398","MDPI AG","journal-article",2020-01-10,2020
"10.1016/s0304-4076(97)00005-5","Elsevier BV","journal-article",2003-04-30,2003
"10.1088/1674-1137/44/1/015104","IOP Publishing","journal-article",2020-01-07,2020
"10.3390/ma13020334","MDPI AG","journal-article",2020-01-13,2020
"10.3390/w12010211","MDPI AG","journal-article",2020-01-13,2020
"10.3390/cancers12010184","MDPI AG","journal-article",2020-01-13,2020
"10.3390/ijms21020469","MDPI AG","journal-article",2020-01-13,2020
"10.3390/s20020427","MDPI AG","journal-article",2020-01-13,2020
"10.3390/app9194164","MDPI AG","journal-article",2019-10-04,2019
"10.1093/trstmh/trz097","Oxford University Press (OUP)","journal-article",2019-09-17,2019
"10.1016/j.jesp.2019.103937","Elsevier BV","journal-article",2019-12-10,2019
"10.1029/2019gl084810","American Geophysical Union (AGU)","journal-article",2019-10-25,2019
"10.1016/j.cortex.2019.11.021","Elsevier BV","journal-article",2019-12-20,2019
"10.1029/2019ja027377","American Geophysical Union (AGU)","journal-article",2020-01-17,2020
"10.1111/jopy.12533","Wiley","journal-article",2019-12-14,2019
"10.1016/0165-1889(94)00840-e","Elsevier BV","journal-article",2003-04-30,2003
"10.1038/s41467-019-14252-5","Springer Science and Business Media LLC","journal-article",2020-01-17,2020
"10.1038/mp.2014.99","Springer Science and Business Media LLC","journal-article",2014-09-16,2014
"10.15252/msb.20134955","EMBO","journal-article",2014-06-22,2014
"10.1126/science.1250939","American Association for the Advancement of Science (AAAS)","journal-article",2014-06-26,2014
"10.1093/hmg/ddu309","Oxford University Press (OUP)","journal-article",2014-06-18,2014
"10.15252/msb.20145216","EMBO","journal-article",2014-07-02,2014
"10.1186/s12918-015-0166-y","Springer Science and Business Media LLC","journal-article",2015-05-12,2015
"10.1073/pnas.1410631112","Proceedings of the National Academy of Sciences","journal-article",2015-05-12,2015
"10.1073/pnas.1419956112","Proceedings of the National Academy of Sciences","journal-article",2015-04-10,2015
"10.1038/gene.2014.56","Springer Science and Business Media LLC","journal-article",2014-10-23,2014
"10.1073/pnas.1415895112","Proceedings of the National Academy of Sciences","journal-article",2015-01-27,2015
"10.1073/pnas.1413877112","Proceedings of the National Academy of Sciences","journal-article",2015-01-07,2015
"10.1073/pnas.1500804112","Proceedings of the National Academy of Sciences","journal-article",2015-05-08,2015
"10.1101/gr.185488.114","Cold Spring Harbor Laboratory","journal-article",2015-05-21,2015
"10.1073/pnas.1821442116","Proceedings of the National Academy of Sciences","journal-article",2019-04-27,2019
"10.1073/pnas.1503830112","Proceedings of the National Academy of Sciences","journal-article",2015-05-08,2015
"10.1073/pnas.1418631112","Proceedings of the National Academy of Sciences","journal-article",2015-04-01,2015
"10.1073/pnas.1608278113","Proceedings of the National Academy of Sciences","journal-article",2016-07-12,2016
"10.1186/s12862-015-0454-6","Springer Science and Business Media LLC","journal-article",2015-09-02,2015
"10.1186/s12918-015-0253-0","Springer Science and Business Media LLC","journal-article",2015-12-29,2015
"10.1073/pnas.1421515112","Proceedings of the National Academy of Sciences","journal-article",2015-05-05,2015
"10.1073/pnas.1424184112","Proceedings of the National Academy of Sciences","journal-article",2015-05-19,2015
"10.1073/pnas.1412277112","Proceedings of the National Academy of Sciences","journal-article",2015-02-18,2015
"10.1186/s12881-015-0236-4","Springer Science and Business Media LLC","journal-article",2015-10-08,2015
"10.1126/science.aab1371","American Association for the Advancement of Science (AAAS)","journal-article",2015-10-01,2015
"10.1126/sciadv.1500229","American Association for the Advancement of Science (AAAS)","journal-article",2015-08-08,2015
"10.1073/pnas.1610206114","Proceedings of the National Academy of Sciences","journal-article",2017-03-11,2017
"10.1073/pnas.1416533112","Proceedings of the National Academy of Sciences","journal-article",2015-02-19,2015
"10.1186/s12918-015-0189-4","Springer Science and Business Media LLC","journal-article",2015-08-13,2015
"10.1098/rspb.2015.1498","The Royal Society","journal-article",2015-09-14,2015
"10.15252/embr.201439110","EMBO","journal-article",2015-03-26,2015
"10.1073/pnas.1503027112","Proceedings of the National Academy of Sciences","journal-article",2015-11-25,2015
"10.1073/pnas.1505406112","Proceedings of the National Academy of Sciences","journal-article",2015-08-25,2015
"10.1073/pnas.1510282112","Proceedings of the National Academy of Sciences","journal-article",2015-11-14,2015
"10.1073/pnas.1524578113","Proceedings of the National Academy of Sciences","journal-article",2016-07-06,2016
"10.1073/pnas.1519159112","Proceedings of the National Academy of Sciences","journal-article",2015-10-20,2015
"10.1098/rsif.2015.0468","The Royal Society","journal-article",2015-10-15,2015
"10.1098/rspb.2015.1346","The Royal Society","journal-article",2015-09-18,2015
"10.1128/microbiolspec.mchd-0018-2015","American Society for Microbiology","journal-article",2016-10-11,2016
"10.1073/pnas.1510805112","Proceedings of the National Academy of Sciences","journal-article",2015-12-29,2015
"10.1186/s13059-015-0777-z","Springer Science and Business Media LLC","journal-article",2015-09-23,2015
"10.1126/science.aad8411","American Association for the Advancement of Science (AAAS)","journal-article",2016-05-20,2016
"10.1098/rspb.2015.2733","The Royal Society","journal-article",2016-01-27,2016
"10.1073/pnas.1512110112","Proceedings of the National Academy of Sciences","journal-article",2015-09-04,2015
"10.1126/science.1500816","American Association for the Advancement of Science (AAAS)","journal-article",2015-12-19,2015
"10.1073/pnas.1418745112","Proceedings of the National Academy of Sciences","journal-article",2015-07-07,2015
"10.1073/pnas.1513773113","Proceedings of the National Academy of Sciences","journal-article",2016-02-02,2016
"10.1073/pnas.1514696113","Proceedings of the National Academy of Sciences","journal-article",2016-05-03,2016
"10.1098/rsif.2015.0881","The Royal Society","journal-article",2016-01-29,2016
"10.1098/rsif.2016.0112","The Royal Society","journal-article",2016-04-06,2016
"10.1098/rsob.160009","The Royal Society","journal-article",2016-04-27,2016
"10.1073/pnas.1511912112","Proceedings of the National Academy of Sciences","journal-article",2015-10-28,2015
"10.1098/rsbl.2015.1003","The Royal Society","journal-article",2016-05-04,2016
"10.1098/rsif.2015.0584","The Royal Society","journal-article",2015-10-15,2015
"10.1073/pnas.1512977112","Proceedings of the National Academy of Sciences","journal-article",2015-12-29,2015
"10.1126/science.aad0843","American Association for the Advancement of Science (AAAS)","journal-article",2015-11-19,2015
"10.1098/rsos.160239","The Royal Society","journal-article",2016-06-23,2016
"10.1091/mbc.e15-07-0525","American Society for Cell Biology (ASCB)","journal-article",2015-11-26,2015
"10.1126/science.aad0814","American Association for the Advancement of Science (AAAS)","journal-article",2015-11-19,2015
"10.1162/neco_a_00989","MIT Press - Journals","journal-article",2017-06-10,2017
"10.1073/pnas.1515798113","Proceedings of the National Academy of Sciences","journal-article",2016-01-26,2016
"10.1111/2041-210x.12508","Wiley","journal-article",2015-11-14,2015
"10.1098/rspb.2015.2606","The Royal Society","journal-article",2016-01-14,2016
"10.1098/rsif.2015.0597","The Royal Society","journal-article",2015-09-04,2015
"10.1098/rsob.160229","The Royal Society","journal-article",2016-12-21,2016
"10.15252/msb.20156526","EMBO","journal-article",2016-02-17,2016
"10.1073/pnas.1516503113","Proceedings of the National Academy of Sciences","journal-article",2016-02-10,2016
"10.1098/rstb.2015.0219","The Royal Society","journal-article",2016-03-15,2016
"10.1073/pnas.1516928112","Proceedings of the National Academy of Sciences","journal-article",2015-11-12,2015
"10.1073/pnas.1502868112","Proceedings of the National Academy of Sciences","journal-article",2015-09-29,2015
"10.1073/pnas.1905060116","Proceedings of the National Academy of Sciences","journal-article",2019-08-06,2019
"10.1098/rstb.2015.0042","The Royal Society","journal-article",2015-11-24,2015
"10.1073/pnas.1520213113","Proceedings of the National Academy of Sciences","journal-article",2016-06-30,2016
"10.15252/embj.201593071","EMBO","journal-article",2016-03-12,2016
"10.1098/rsos.160525","The Royal Society","journal-article",2016-11-23,2016
"10.1098/rspb.2015.2292","The Royal Society","journal-article",2015-12-16,2015
"10.1534/g3.115.023119","Genetics Society of America","journal-article",2016-01-13,2016
"10.15252/msb.20156663","EMBO","journal-article",2016-05-19,2016
"10.1073/pnas.1520483112","Proceedings of the National Academy of Sciences","journal-article",2015-12-24,2015
"10.1098/rstb.2015.0181","The Royal Society","journal-article",2015-11-10,2015
"10.1016/j.tree.2015.11.006","Elsevier BV","journal-article",2015-12-16,2015
"10.1098/rsta.2015.0190","The Royal Society","journal-article",2016-04-05,2016
"10.1098/rsif.2016.0282","The Royal Society","journal-article",2016-07-27,2016
"10.1016/j.jalz.2015.08.163","Wiley","journal-article",2015-10-21,2015
"10.1186/s12918-016-0261-8","Springer Science and Business Media LLC","journal-article",2016-02-12,2016
"10.1186/s12915-018-0612-6","Springer Science and Business Media LLC","journal-article",2018-12-13,2018
"10.1534/g3.115.025668","Genetics Society of America","journal-article",2015-12-21,2015
"10.1098/rsif.2016.0466","The Royal Society","journal-article",2016-08-31,2016
"10.1098/rsif.2016.0121","The Royal Society","journal-article",2016-05-04,2016
"10.1111/nph.14285","Wiley","journal-article",2016-11-07,2016
"10.3835/plantgenome2015.11.0118","Wiley","journal-article",2016-05-13,2016
"10.1099/mgen.0.000064","Microbiology Society","journal-article",2016-04-22,2016
"10.1098/rsif.2016.0373","The Royal Society","journal-article",2016-09-07,2016
"10.1126/science.aac8624","American Association for the Advancement of Science (AAAS)","journal-article",2016-03-04,2016
"10.15252/embj.201694264","EMBO","journal-article",2016-11-14,2016
"10.15252/msb.20156423","EMBO","journal-article",2016-01-21,2016
"10.1073/pnas.1523951113","Proceedings of the National Academy of Sciences","journal-article",2016-06-07,2016
"10.1126/sciadv.1501632","American Association for the Advancement of Science (AAAS)","journal-article",2016-05-23,2016
"10.1073/pnas.1600663113","Proceedings of the National Academy of Sciences","journal-article",2016-07-19,2016
"10.1098/rsbl.2015.0983","The Royal Society","journal-article",2016-04-13,2016
"10.1109/tcbb.2018.2851200","Institute of Electrical and Electronics Engineers (IEEE)","journal-article",2018-06-28,2018
"10.1098/rstb.2015.0137","The Royal Society","journal-article",2016-06-21,2016
"10.1073/pnas.1524048113","Proceedings of the National Academy of Sciences","journal-article",2016-03-29,2016
"10.1073/pnas.1612561114","Proceedings of the National Academy of Sciences","journal-article",2017-01-18,2017
"10.1083/jcb.201512020","Rockefeller University Press","journal-article",2016-01-26,2016
"10.1073/pnas.1522921113","Proceedings of the National Academy of Sciences","journal-article",2016-04-26,2016
"10.1073/pnas.1600338113","Proceedings of the National Academy of Sciences","journal-article",2016-03-25,2016
"10.1073/pnas.1519459113","Proceedings of the National Academy of Sciences","journal-article",2016-02-02,2016
"10.1098/rsif.2015.1077","The Royal Society","journal-article",2016-05-11,2016
"10.1126/sciadv.1602105","American Association for the Advancement of Science (AAAS)","journal-article",2017-02-18,2017
"10.1098/rsos.150562","The Royal Society","journal-article",2016-01-14,2016
"10.1111/mec.14518","Wiley","journal-article",2018-02-27,2018
"10.1073/pnas.1603910113","Proceedings of the National Academy of Sciences","journal-article",2016-08-30,2016
"10.1098/rsos.160496","The Royal Society","journal-article",2016-11-09,2016
"10.1073/pnas.1605038113","Proceedings of the National Academy of Sciences","journal-article",2016-10-12,2016
"10.1098/rspb.2017.1562","The Royal Society","journal-article",2017-09-13,2017
"10.1038/srep34516","Springer Science and Business Media LLC","journal-article",2016-10-07,2016
"10.1073/pnas.1604096113","Proceedings of the National Academy of Sciences","journal-article",2016-11-09,2016
"10.1098/rspb.2017.0722","The Royal Society","journal-article",2017-07-12,2017
"10.4148/1941-4765.1001","New Prairie Press","journal-article",2017-03-08,2017
"10.1126/sciadv.1601453","American Association for the Advancement of Science (AAAS)","journal-article",2018-01-13,2018
"10.1073/pnas.1600374113","Proceedings of the National Academy of Sciences","journal-article",2016-09-07,2016
"10.1073/pnas.1612820113","Proceedings of the National Academy of Sciences","journal-article",2016-11-04,2016
"10.1091/mbc.e16-03-0158","American Society for Cell Biology (ASCB)","journal-article",2017-08-03,2017
"10.1016/j.neubiorev.2016.07.029","Elsevier BV","journal-article",2016-07-28,2016
"10.1073/pnas.1604666113","Proceedings of the National Academy of Sciences","journal-article",2016-07-26,2016
"10.1091/mbc.e16-03-0199","American Society for Cell Biology (ASCB)","journal-article",2016-05-05,2016
"10.1099/mgen.0.000101","Microbiology Society","journal-article",2016-12-13,2016
"10.1083/jcb.201603025","Rockefeller University Press","journal-article",2016-06-13,2016
"10.1098/rstb.2015.0412","The Royal Society","journal-article",2016-11-08,2016
"10.1073/pnas.1602743113","Proceedings of the National Academy of Sciences","journal-article",2016-07-26,2016
"10.1073/pnas.1609019113","Proceedings of the National Academy of Sciences","journal-article",2016-09-28,2016
"10.1098/rsob.160239","The Royal Society","journal-article",2017-01-18,2017
"10.1083/jcb.201603108","Rockefeller University Press","journal-article",2016-10-03,2016
"10.1098/rsob.160089","The Royal Society","journal-article",2016-07-13,2016
"10.5334/cstp.56","Ubiquity Press, Ltd.","journal-article",2017-01-09,2017
"10.1073/pnas.1611839113","Proceedings of the National Academy of Sciences","journal-article",2016-08-23,2016
"10.1098/rsif.2016.0296","The Royal Society","journal-article",2016-06-23,2016
"10.1073/pnas.1606950113","Proceedings of the National Academy of Sciences","journal-article",2016-06-01,2016
"10.1073/pnas.1608425113","Proceedings of the National Academy of Sciences","journal-article",2016-07-26,2016
"10.1091/mbc.e16-02-0090","American Society for Cell Biology (ASCB)","journal-article",2016-04-28,2016
"10.1091/mbc.e16-01-0063","American Society for Cell Biology (ASCB)","journal-article",2016-07-07,2016
"10.1126/science.aaf5124","American Association for the Advancement of Science (AAAS)","journal-article",2016-05-06,2016
"10.1126/science.aad6469","American Association for the Advancement of Science (AAAS)","journal-article",2018-02-12,2018
"10.1073/pnas.1617317113","Proceedings of the National Academy of Sciences","journal-article",2016-12-08,2016
"10.1126/science.aaf5023","American Association for the Advancement of Science (AAAS)","journal-article",2016-06-24,2016
"10.1073/pnas.1601982113","Proceedings of the National Academy of Sciences","journal-article",2016-06-25,2016
"10.1038/ng.3725","Springer Science and Business Media LLC","journal-article",2016-11-21,2016
"10.1073/pnas.1613607113","Proceedings of the National Academy of Sciences","journal-article",2016-09-30,2016
"10.1073/pnas.1718988115","Proceedings of the National Academy of Sciences","journal-article",2018-11-06,2018
"10.1083/jcb.201604002","Rockefeller University Press","journal-article",2016-08-01,2016
"10.1073/pnas.1612676113","Proceedings of the National Academy of Sciences","journal-article",2016-11-19,2016
"10.1073/pnas.1605707113","Proceedings of the National Academy of Sciences","journal-article",2016-05-10,2016
"10.1158/0008-5472.can-17-0096","American Association for Cancer Research (AACR)","journal-article",2017-03-18,2017
"10.1073/pnas.1604560113","Proceedings of the National Academy of Sciences","journal-article",2016-12-13,2016
"10.1186/s40168-016-0205-y","Springer Science and Business Media LLC","journal-article",2016-11-14,2016
"10.1126/science.aap8757","American Association for the Advancement of Science (AAAS)","journal-article",2018-06-21,2018
"10.1016/j.cognition.2017.05.028","Elsevier BV","journal-article",2017-06-01,2017
"10.1073/pnas.1519555113","Proceedings of the National Academy of Sciences","journal-article",2016-08-16,2016
"10.1016/j.jhevol.2017.03.004","Elsevier BV","journal-article",2017-05-17,2017
"10.1073/pnas.1613601113","Proceedings of the National Academy of Sciences","journal-article",2016-10-05,2016
"10.1098/rsbl.2016.0328","The Royal Society","journal-article",2016-08-10,2016
"10.1016/j.ymben.2019.09.006","Elsevier BV","journal-article",2019-09-14,2019
"10.1091/mbc.e16-06-0370","American Society for Cell Biology (ASCB)","journal-article",2017-01-06,2017
"10.1126/science.aaf7613","American Association for the Advancement of Science (AAAS)","journal-article",2016-09-29,2016
"10.1073/pnas.1608795113","Proceedings of the National Academy of Sciences","journal-article",2016-06-30,2016
"10.1016/j.physd.2017.05.002","Elsevier BV","journal-article",2017-05-17,2017
"10.1083/jcb.201702188","Rockefeller University Press","journal-article",2017-09-27,2017
"10.1073/pnas.1611073113","Proceedings of the National Academy of Sciences","journal-article",2016-10-05,2016
"10.1093/bioinformatics/bty1044","Oxford University Press (OUP)","journal-article",2018-12-19,2018
"10.1098/rstb.2015.0528","The Royal Society","journal-article",2016-09-13,2016
"10.1099/mic.0.000352","Microbiology Society","journal-article",2016-08-12,2016
"10.1098/rspb.2016.1762","The Royal Society","journal-article",2016-10-19,2016
"10.1098/rsif.2016.0725","The Royal Society","journal-article",2016-11-09,2016
"10.1083/jcb.201701074","Rockefeller University Press","journal-article",2017-05-04,2017
"10.1073/pnas.1613916114","Proceedings of the National Academy of Sciences","journal-article",2017-02-28,2017
"10.1016/j.cognition.2017.09.007","Elsevier BV","journal-article",2017-09-20,2017
"10.1098/rsbl.2016.0016","The Royal Society","journal-article",2016-04-27,2016
"10.1073/pnas.1617705114","Proceedings of the National Academy of Sciences","journal-article",2017-01-27,2017
"10.1073/pnas.1610391113","Proceedings of the National Academy of Sciences","journal-article",2016-08-23,2016
"10.1091/mbc.e16-10-0727","American Society for Cell Biology (ASCB)","journal-article",2016-11-24,2016
"10.1098/rspb.2016.2180","The Royal Society","journal-article",2016-12-22,2016
"10.1126/science.aag0299","American Association for the Advancement of Science (AAAS)","journal-article",2016-11-03,2016
"10.1093/nar/gkw927","Oxford University Press (OUP)","journal-article",2016-10-14,2016
"10.1098/rsos.160578","The Royal Society","journal-article",2016-12-07,2016
"10.1098/rsos.160654","The Royal Society","journal-article",2016-11-02,2016
"10.1126/science.aag0776","American Association for the Advancement of Science (AAAS)","journal-article",2016-10-14,2016
"10.1098/rstb.2015.0409","The Royal Society","journal-article",2016-11-08,2016
"10.1098/rstb.2016.0001","The Royal Society","journal-article",2016-09-13,2016
"10.1073/pnas.1606762113","Proceedings of the National Academy of Sciences","journal-article",2016-09-24,2016
"10.1073/pnas.1600398113","Proceedings of the National Academy of Sciences","journal-article",2016-07-12,2016
"10.1073/pnas.1612044113","Proceedings of the National Academy of Sciences","journal-article",2016-11-02,2016
"10.1126/sciadv.1601335","American Association for the Advancement of Science (AAAS)","journal-article",2016-11-18,2016
"10.1126/sciadv.1602426","American Association for the Advancement of Science (AAAS)","journal-article",2017-05-11,2017
"10.1126/science.aah5238","American Association for the Advancement of Science (AAAS)","journal-article",2017-05-04,2017
"10.1073/pnas.1607179113","Proceedings of the National Academy of Sciences","journal-article",2016-06-07,2016
"10.1098/rstb.2016.0049","The Royal Society","journal-article",2016-11-22,2016
"10.1098/rsif.2016.0845","The Royal Society","journal-article",2017-03-01,2017
"10.1083/jcb.201604118","Rockefeller University Press","journal-article",2016-10-31,2016
"10.1186/s12864-016-2855-3","Springer Science and Business Media LLC","journal-article",2016-08-15,2016
"10.1098/rspb.2017.0200","The Royal Society","journal-article",2017-04-12,2017
"10.1126/science.aaf7907","American Association for the Advancement of Science (AAAS)","journal-article",2016-05-27,2016
"10.1073/pnas.1605015113","Proceedings of the National Academy of Sciences","journal-article",2016-06-29,2016
"10.1073/pnas.1607601113","Proceedings of the National Academy of Sciences","journal-article",2016-10-05,2016
"10.1073/pnas.1523335113","Proceedings of the National Academy of Sciences","journal-article",2016-07-12,2016
"10.1186/s13059-018-1403-7","Springer Science and Business Media LLC","journal-article",2018-04-04,2018
"10.1073/pnas.1612522114","Proceedings of the National Academy of Sciences","journal-article",2017-01-04,2017
"10.1091/mbc.e16-05-0300","American Society for Cell Biology (ASCB)","journal-article",2016-11-10,2016
"10.1126/scitranslmed.aar6115","American Association for the Advancement of Science (AAAS)","journal-article",2018-08-01,2018
"10.1098/rsta.2016.0141","The Royal Society","journal-article",2016-10-04,2016
"10.1126/science.aaf5573","American Association for the Advancement of Science (AAAS)","journal-article",2016-06-03,2016
"10.1073/pnas.1606731113","Proceedings of the National Academy of Sciences","journal-article",2016-06-07,2016
"10.1098/rsif.2016.0833","The Royal Society","journal-article",2017-01-05,2017
"10.1126/science.aag0511","American Association for the Advancement of Science (AAAS)","journal-article",2016-08-19,2016
"10.1098/rsbl.2016.0211","The Royal Society","journal-article",2016-06-23,2016
"10.1083/jcb.201605080","Rockefeller University Press","journal-article",2017-01-20,2017
"10.1126/sciadv.1601964","American Association for the Advancement of Science (AAAS)","journal-article",2017-04-06,2017
"10.1091/mbc.e16-08-0583","American Society for Cell Biology (ASCB)","journal-article",2016-12-09,2016
"10.1073/pnas.1716358116","Proceedings of the National Academy of Sciences","journal-article",2019-04-02,2019
"10.1073/pnas.1611734114","Proceedings of the National Academy of Sciences","journal-article",2017-01-19,2017
"10.1002/ece3.4354","Wiley","journal-article",2018-07-30,2018
"10.1126/sciadv.1603198","American Association for the Advancement of Science (AAAS)","journal-article",2017-08-17,2017
